show_id,type,title,director,date_added,release_year,rating,duration,listed_in,Platform
s380,TV Show,Obama: In Pursuit of a More Perfect Union,,"August 4, 2021",2021,,1 Season,Documentaries,Hulu
s381,TV Show,The Devil You Know,,"August 4, 2021",2019,6.7,2 Seasons,Documentaries,Hulu
s382,TV Show,Fear the Walking Dead,,"August 3, 2021",2015,3.3,6 Seasons,"Drama, Horror, Science Fiction",Hulu
s383,TV Show,Fear the Walking Dead en Español,,"August 3, 2021",2015,6.8,6 Seasons,"Drama, Horror, Latino",Hulu
s384,TV Show,Small Town News: KPVM Pahrump,,"August 3, 2021",2021,6.8,1 Season,Documentaries,Hulu
s385,Movie,21,,"August 1, 2021",2008,6.7,123 min,Drama,Hulu
s386,Movie,30 Days of Night,,"August 1, 2021",2007,7.2,113 min,"Horror, Thriller",Hulu
s387,Movie,30 Minutes or Less,,"August 1, 2021",2011,6.6,82 min,"Action, Adventure, Comedy",Hulu
s388,Movie,Alpha and Omega,,"August 1, 2021",2010,6.0,88 min,"Adventure, Comedy, Family",Hulu
s389,Movie,Are We There Yet?,,"August 1, 2021",2005,5.1,91 min,"Action, Adventure, Black Stories",Hulu
s390,Movie,Attack the Block,,"August 1, 2021",2011,4.8,88 min,"Action, Black Stories, Comedy",Hulu
s391,Movie,Black Swan,,"August 1, 2021",2010,6.7,108 min,"Drama, Horror, Mystery",Hulu
s392,Movie,Every Breath You Take,,"August 1, 2021",2021,8.0,106 min,Thriller,Hulu
s393,Movie,First Knight,,"August 1, 2021",1995,6.3,134 min,"Action, Adventure, Drama",Hulu
s394,Movie,Freelancers,,"August 1, 2021",2012,6.0,97 min,"Action, Adventure, Crime",Hulu
s395,Movie,French Postcards,,"August 1, 2021",1979,4.7,95 min,"Comedy, Drama, Romance",Hulu
s396,Movie,From Prada to Nada,,"August 1, 2021",2011,5.8,107 min,"Comedy, Drama, Romance",Hulu
s397,Movie,Gulliver's Travels,,"August 1, 2021",2010,5.5,81 min,"Action, Adventure, Comedy",Hulu
s398,Movie,Gunfight at the O.K. Corral,,"August 1, 2021",1957,4.9,,"Classics, Documentaries, Drama",Hulu
s399,TV Show,Hamilton's Pharmacopeia,,"August 1, 2021",2016,7.1,3 Seasons,Documentaries,Hulu
s400,TV Show,Impossible Builds,,"August 1, 2021",2018,8.8,1 Season,Lifestyle & Culture,Hulu
s401,Movie,Jack and Jill,,"August 1, 2021",2011,,91 min,Comedy,Hulu
s402,Movie,Kingpin,,"August 1, 2021",1996,3.3,114 min,Comedy,Hulu
s403,Movie,Mirror Mirror,,"August 1, 2021",2012,6.9,106 min,"Action, Adventure, Comedy",Hulu
s404,Movie,Mud,,"August 1, 2021",2012,8.7,131 min,"Action, Adventure, Drama",Hulu
s405,Movie,My Bloody Valentine,,"August 1, 2021",1981,7.4,101 min,"Horror, Thriller",Hulu
s406,TV Show,Saints & Sinners,,"August 1, 2021",2016,5.4,5 Seasons,"Black Stories, Drama",Hulu
s407,Movie,Shane,,"August 1, 2021",1953,6.4,135 min,"Adventure, Drama, Romance",Hulu
s408,Movie,Shark Tale,,"August 1, 2021",2004,7.6,90 min,"Action, Adventure, Comedy",Hulu
s409,Movie,Some Kind of Wonderful,,"August 1, 2021",1987,6.0,95 min,"Comedy, Romance",Hulu
s410,Movie,The Baby-Sitters Club,,"August 1, 2021",1995,7.0,94 min,"Comedy, Drama, Family",Hulu
s411,Movie,The Final Girls,,"August 1, 2021",2015,7.5,91 min,"Comedy, Horror",Hulu
s412,Movie,The Hot Chick,,"August 1, 2021",2002,6.5,105 min,Comedy,Hulu
s413,Movie,The Hunter,,"August 1, 2021",1980,5.6,97 min,"Action, Adventure, Crime",Hulu
s414,TV Show,The Pier,,"August 1, 2021",2019,5.5,2 Seasons,"Drama, Horror, Thriller",Hulu
s415,TV Show,The Rifleman,,"August 1, 2021",1958,7.1,1 Season,"Action, Adventure, Drama",Hulu
s416,Movie,The Sons of Katie Elder,,"August 1, 2021",1965,8.3,122 min,"Action, Adventure",Hulu
s417,Movie,The Thin Red Line,,"August 1, 2021",1998,7.1,170 min,"Drama, History",Hulu
s418,Movie,The Vatican Tapes,,"August 1, 2021",2015,7.6,91 min,"Horror, Thriller",Hulu
s419,Movie,Toy Soldiers,,"August 1, 2021",1991,4.7,112 min,"Action, Adventure",Hulu
s420,Movie,Transcendence,,"August 1, 2021",2014,6.6,119 min,"Action, Adventure, Drama",Hulu
s421,Movie,Under the Tuscan Sun,,"August 1, 2021",2003,6.2,113 min,"Comedy, Drama, Romance",Hulu
s422,Movie,Watchmen,,"August 1, 2021",2009,6.7,162 min,"Action, Adventure, Crime",Hulu
s423,Movie,Chasing Trane: The John Coltrane Documentary,,"July 29, 2021",2016,7.6,99 min,"Documentaries, Music",Hulu
s424,Movie,The Resort,,"July 29, 2021",2021,7.3,76 min,"Horror, Thriller",Hulu
s425,Movie,Best Summer Ever,,"July 26, 2021",2020,7.4,79 min,Romance,Hulu
s426,TV Show,Celebrity Family Feud,,"July 26, 2021",2008,5.2,1 Season,"Family, Game Shows, Reality",Hulu
s427,Movie,The Artist,,"July 26, 2021",2011,6.4,101 min,"Comedy, Drama, Romance",Hulu
s428,Movie,The Good Traitor,,"July 24, 2021",2020,7.8,115 min,"Drama, History",Hulu
s429,Movie,Blue Origin: Civilians in Space,,"July 20, 2021",2021,6.3,,"News, Science & Technology",Hulu
s430,TV Show,100 Foot Wave,,"July 19, 2021",2021,,1 Season,"Documentaries, Sports",Hulu
s431,TV Show,The Last Dance,,"July 19, 2021",2020,8.1,1 Season,"Documentaries, Sports",Hulu
s432,TV Show,Power Book III: Raising Kanan,,"July 18, 2021",2021,6.0,1 Season,"Crime, Drama",Hulu
s433,TV Show,The Deceived,,"July 18, 2021",2020,7.7,1 Season,"Drama, Thriller",Hulu
s434,TV Show,WWE Friday Night SmackDown,,"July 17, 2021",2019,5.9,1 Season,Sports,Hulu
s435,TV Show,Los intrépidos,,"July 16, 2021",2021,,2 Seasons,Kids,Hulu
s436,TV Show,"McCartney 3, 2, 1",,"July 16, 2021",2021,7.3,1 Season,"Documentaries, Music",Hulu
s437,Movie,"20,000 Days on Earth",,"July 15, 2021",2014,,97 min,Drama,Hulu
s438,Movie,A Field in England,,"July 15, 2021",2013,7.4,90 min,"Drama, History, Horror",Hulu
s439,TV Show,American Horror Stories,,"July 15, 2021",2021,6.2,1 Season,"Drama, Horror",Hulu
s440,Movie,Amira & Sam,,"July 15, 2021",2015,6.3,87 min,"Comedy, Drama, Romance",Hulu
s441,Movie,Borgman,,"July 15, 2021",2013,6.2,113 min,"Drama, International, Mystery",Hulu
s442,Movie,Bullhead,,"July 15, 2021",2011,6.7,129 min,"Crime, Drama",Hulu
s443,Movie,Cheap Thrills,,"July 15, 2021",2014,7.3,87 min,"Comedy, Thriller",Hulu
s444,Movie,Enforcement,,"July 15, 2021",2021,6.7,108 min,"Crime, Drama, Thriller",Hulu
s445,Movie,Exit Plan,,"July 15, 2021",2020,6.5,90 min,Horror,Hulu
s446,Movie,I Declare War,,"July 15, 2021",2014,5.1,94 min,"Action, Adventure, Comedy",Hulu
s447,Movie,Mood Indigo,,"July 15, 2021",2013,6.0,95 min,"Drama, Romance",Hulu
s448,Movie,Pieta,,"July 15, 2021",2012,6.5,104 min,"Drama, Mystery",Hulu
s449,Movie,Raiders!: The Story of the Greatest Fan Film Ever Made,,"July 15, 2021",2016,7.1,93 min,Documentaries,Hulu
s450,TV Show,Sonny Boy,,"July 15, 2021",2021,6.9,1 Season,"Anime, International",Hulu
s451,Movie,The Act of Killing,,"July 15, 2021",2012,7.6,122 min,"Crime, Drama",Hulu
s452,Movie,The Complex: Lockdown,,"July 15, 2021",2020,8.2,79 min,Science Fiction,Hulu
s453,Movie,The Congress,,"July 15, 2021",2013,4.2,122 min,"Adult Animation, Drama, Science Fiction",Hulu
s454,Movie,The Connection,,"July 15, 2021",2015,6.4,136 min,"Horror, Thriller",Hulu
s455,Movie,The Final Member,,"July 15, 2021",2014,7.7,72 min,"Documentaries, International",Hulu
s456,Movie,The FP,,"July 15, 2021",2012,6.5,83 min,Comedy,Hulu
s457,Movie,The Keeping Room,,"July 15, 2021",2015,5.4,95 min,"Drama, History, Thriller",Hulu
s458,TV Show,Backyard Builds,,"July 14, 2021",2017,6.0,4 Seasons,"Lifestyle & Culture, Reality",Hulu
s459,TV Show,Cleopatra en el Espacio,,"July 14, 2021",2020,8.1,3 Seasons,"Kids, Latino",Hulu
s460,TV Show,Cleopatra in Space,,"July 14, 2021",2020,7.1,3 Seasons,"Adventure, Comedy, Kids",Hulu
s461,Movie,College Football,,"July 14, 2021",1998,6.9,,Sports,Hulu
s462,TV Show,Save My Reno,,"July 14, 2021",2017,7.2,4 Seasons,"Lifestyle & Culture, Reality",Hulu
s463,TV Show,Love Island (UK),,"July 12, 2021",2015,7.9,7 Seasons,"International, Reality, Romance",Hulu
s464,Movie,47 Meters Down,,"July 10, 2021",2017,5.3,89 min,"Horror, Thriller",Hulu
s465,Movie,Entre Nos Presents: Frankie Quiñones: Superhomies,,"July 10, 2021",2021,5.6,,"Comedy, International, Latino",Hulu
s466,Movie,UFC 264,,"July 10, 2021",2021,,,Sports,Hulu
s467,Movie,Barb and Star Go to Vista Del Mar,,"July 9, 2021",2021,7.2,107 min,Comedy,Hulu
s468,Movie,Detail: Daniel Cormier,,"July 9, 2021",2019,6.3,,Sports,Hulu
s469,TV Show,Grown-ish,,"July 9, 2021",2018,,4 Seasons,"Black Stories, Comedy, Sitcom",Hulu
s470,Movie,In a World...,,"July 9, 2021",2013,6.6,93 min,"Comedy, Drama",Hulu
s471,Movie,"Pete Lee: Tall, Dark, and Pleasant",,"July 9, 2021",2021,6.6,,"Comedy, Stand Up",Hulu
s472,Movie,This Way Up,,"July 9, 2021",2019,7.2,,"Comedy, Drama, International",Hulu
s473,Movie,Blippi's Summer Games,,"July 8, 2021",2021,7.8,40 min,Kids,Hulu
s474,TV Show,Murdoch Mysteries,,"July 8, 2021",2008,,13 Seasons,"Drama, International, Mystery",Hulu
s475,TV Show,My Wife and Kids,,"July 8, 2021",2001,8.2,5 Seasons,"Comedy, Sitcom",Hulu
s476,Movie,Papillon,,"July 8, 2021",2017,6.9,133 min,"Action, Adventure, Drama",Hulu
s477,Movie,Red Penguins,,"July 7, 2021",2019,7.2,80 min,Documentaries,Hulu
s478,TV Show,Home to Win,,"July 6, 2021",2016,6.8,4 Seasons,"Lifestyle & Culture, Reality",Hulu
s479,TV Show,Love & Service: The Carter Story,,"July 5, 2021",2021,6.7,1 Season,News,Hulu
s480,Movie,Dreamcatcher,,"July 3, 2021",2021,,108 min,"Horror, Thriller",Hulu
s481,TV Show,Flower of Evil,,"July 3, 2021",2020,5.5,1 Season,"Drama, Horror, International",Hulu
s482,TV Show,How a Realist Hero Rebuilt the Kingdom,,"July 3, 2021",2021,8.5,1 Season,"Anime, International",Hulu
s483,TV Show,I'll Go to You When the Weather is Nice,,"July 3, 2021",2020,7.3,1 Season,"Drama, International, Romance",Hulu
s484,TV Show,More Than Friends,,"July 3, 2021",2020,7.7,1 Season,"Comedy, Romance",Hulu
s485,Movie,Bill & Ted Face the Music,,"July 2, 2021",2020,6.6,92 min,"Adventure, Comedy",Hulu
s486,Movie,Born a Champion,,"July 2, 2021",2021,5.9,112 min,"Action, Drama",Hulu
s487,Movie,Dark Web: Cicada 3301,,"July 2, 2021",2021,6.8,105 min,"Action, Adventure, Comedy",Hulu
s488,Movie,Fear of Rain,,"July 2, 2021",2021,5.0,109 min,"Drama, Thriller",Hulu
s489,Movie,Silk Road,,"July 2, 2021",2021,5.9,117 min,"Crime, Drama, Thriller",Hulu
s490,Movie,Summer of Soul,,"July 2, 2021",2021,6.0,118 min,"Black Stories, Documentaries",Hulu
s491,TV Show,The Case Study of Vanitas,,"July 2, 2021",2021,8.0,1 Season,"Anime, International",Hulu
s492,Movie,The Right One,,"July 2, 2021",2021,7.6,95 min,"Comedy, Romance",Hulu
s493,Movie,127 Hours,,"July 1, 2021",2010,7.8,94 min,Drama,Hulu
s494,Movie,28 Weeks Later,,"July 1, 2021",2007,7.5,100 min,"Action, Horror, Science Fiction",Hulu
s495,Movie,68 Kill,,"July 1, 2021",2017,6.9,93 min,"Comedy, Crime, Drama",Hulu
s496,Movie,78/52: Hitchcock's Shower Scene,,"July 1, 2021",2017,6.0,,"Documentaries, Thriller",Hulu
s497,Movie,Almost Human,,"July 1, 2021",2014,,79 min,"Horror, Science Fiction",Hulu
s498,Movie,Alpha and Omega 4: The Legend of the Saw Toothed Cave,,"July 1, 2021",2014,7.9,45 min,"Action, Adventure, Comedy",Hulu
s499,Movie,American Gun,,"July 1, 2021",2005,5.1,95 min,Drama,Hulu
s500,Movie,An Acceptable Loss,,"July 1, 2021",2019,6.1,102 min,"Horror, Thriller",Hulu
s501,Movie,Band Aid,,"July 1, 2021",2017,5.5,94 min,"Comedy, Drama, Music",Hulu
s502,Movie,"Beats, Rhymes & Life: The Travels of A Tribe Called Quest",,"July 1, 2021",2011,6.6,98 min,"Documentaries, Music",Hulu
s503,Movie,Best of Cheddar,,"July 1, 2021",2018,7.6,,News,Hulu
s504,Movie,Big Fish,,"July 1, 2021",2003,,125 min,Drama,Hulu
s505,Movie,Bitter Harvest,,"July 1, 2021",2017,8.0,103 min,Drama,Hulu
s506,Movie,Bohemian Rhapsody,,"July 1, 2021",2018,5.9,135 min,"Drama, LGBTQ+, Music",Hulu
s507,Movie,Candyman 3: Day of the Dead,,"July 1, 2021",1999,7.9,93 min,"Horror, Thriller",Hulu
s508,Movie,Carnage Park,,"July 1, 2021",2016,,80 min,"Action, Horror, Thriller",Hulu
s509,Movie,Chaplin,,"July 1, 2021",1993,4.9,145 min,Drama,Hulu
s510,Movie,Chuck,,"July 1, 2021",2016,7.5,98 min,Drama,Hulu
s511,Movie,Citizen Jane: Battle for the City,,"July 1, 2021",2017,7.6,,Documentaries,Hulu
s512,Movie,Coyote Ugly,,"July 1, 2021",2000,7.1,101 min,"Comedy, Drama, Romance",Hulu
s513,Movie,Dealin' With Idiots,,"July 1, 2021",2013,5.8,87 min,Comedy,Hulu
s514,Movie,Dealt,,"July 1, 2021",2017,5.4,,Documentaries,Hulu
s515,Movie,Dear White People,,"July 1, 2021",2014,7.5,108 min,"Comedy, Drama",Hulu
s516,Movie,Donnybrook,,"July 1, 2021",2018,6.4,102 min,"Drama, Mystery, Thriller",Hulu
s517,Movie,Elaine Stritch: Shoot Me,,"July 1, 2021",2014,5.4,81 min,Documentaries,Hulu
s518,Movie,Enemy At The Gates,,"July 1, 2021",2001,7.5,131 min,"Action, Adventure, Drama",Hulu
s519,Movie,Factotum,,"July 1, 2021",2005,7.5,93 min,"Comedy, Drama",Hulu
s520,Movie,Frank Serpico,,"July 1, 2021",2017,6.6,,Documentaries,Hulu
s521,Movie,Frankenstein and the Monster from Hell,,"July 1, 2021",1974,6.9,93 min,Horror,Hulu
s522,Movie,Free to Run,,"July 1, 2021",2016,6.3,100 min,"Documentaries, Sports",Hulu
s523,Movie,Gimme The Loot,,"July 1, 2021",2013,7.2,79 min,"Black Stories, Comedy, Crime",Hulu
s524,Movie,Graduation,,"July 1, 2021",2016,6.6,127 min,"Crime, Drama, International",Hulu
s525,Movie,Hellions,,"July 1, 2021",2015,3.6,82 min,"Drama, Horror, Thriller",Hulu
s526,TV Show,Higurashi: When They Cry - NEW,,"July 1, 2021",2020,4.2,2 Seasons,Anime,Hulu
s527,Movie,I Remember You,,"July 1, 2021",2017,6.9,106 min,"Horror, Thriller",Hulu
s528,Movie,Intermission,,"July 1, 2021",2004,7.7,106 min,"Comedy, Crime, Drama",Hulu
s529,Movie,Last Days Here,,"July 1, 2021",2011,6.8,92 min,"Documentaries, Music",Hulu
s530,Movie,Let's Be Evil,,"July 1, 2021",2016,7.5,83 min,"Horror, Science Fiction, Thriller",Hulu
s531,Movie,Mercury Rising,,"July 1, 2021",1998,3.8,112 min,"Action, Crime, Drama",Hulu
s532,Movie,Ode to Joy,,"July 1, 2021",2019,6.1,98 min,"Comedy, Romance",Hulu
s533,Movie,Open Water,,"July 1, 2021",2004,6.4,80 min,"Adventure, Drama, Horror",Hulu
s534,Movie,Open Water 2: Adrift,,"July 1, 2021",2007,5.8,95 min,"Horror, Thriller",Hulu
s535,Movie,Passage to Mars,,"July 1, 2021",2016,5.2,95 min,Documentaries,Hulu
s536,Movie,Personal Shopper,,"July 1, 2021",2016,6.8,105 min,"Drama, Horror, Mystery",Hulu
s537,TV Show,Pikwik Pack en Español,,"July 1, 2021",2020,6.1,1 Season,Kids,Hulu
s538,Movie,Rabid Dogs,,"July 1, 2021",2015,,94 min,"Action, Adventure, Drama",Hulu
s539,TV Show,RuPaul's Drag Race,,"July 1, 2021",2011,7.4,6 Seasons,"Black Stories, LGBTQ+, Reality",Hulu
s540,Movie,Shelley,,"July 1, 2021",2016,8.5,92 min,"Horror, Thriller",Hulu
s541,Movie,Sightseers,,"July 1, 2021",2013,6.4,88 min,"Comedy, International",Hulu
s542,Movie,Stonewall,,"July 1, 2021",2016,6.5,129 min,"Drama, History, LGBTQ+",Hulu
s543,Movie,Stray,,"July 1, 2021",2020,5.4,72 min,Documentaries,Hulu
s544,Movie,Sweet Virginia,,"July 1, 2021",2017,6.9,93 min,"Drama, Thriller",Hulu
s545,Movie,Take Every Wave: The Life of Laird Hamilton,,"July 1, 2021",2017,6.2,118 min,"Documentaries, Sports",Hulu
s546,Movie,Take Shelter,,"July 1, 2021",2011,7.4,121 min,"Drama, Horror, Thriller",Hulu
s547,Movie,The Angel's Share,,"July 1, 2021",2012,7.3,101 min,"Comedy, Drama",Hulu
s548,Movie,The Conversation,,"July 1, 2021",1974,,114 min,"Classics, Crime, Drama",Hulu
s549,Movie,The Face of Love,,"July 1, 2021",2013,7.7,92 min,"Drama, Romance",Hulu
s550,Movie,The Feels,,"July 1, 2021",2017,6.2,88 min,"Comedy, Drama, LGBTQ+",Hulu
s551,Movie,The Gift,,"July 1, 2021",2000,5.1,112 min,"Drama, Horror",Hulu
s552,Movie,The Girl With the Dragon Tattoo,,"July 1, 2021",2011,7.0,152 min,"Crime, Drama, Mystery",Hulu
s553,TV Show,The Mighty Ones,,"July 1, 2021",2020,7.8,2 Seasons,"Comedy, Kids",Hulu
s554,TV Show,The New Detectives,,"July 1, 2021",1996,6.6,5 Seasons,"Crime, Drama, Mystery",Hulu
s555,Movie,The Unknown Girl,,"July 1, 2021",2016,7.8,106 min,"Drama, International, Mystery",Hulu
s556,Movie,They Came Together,,"July 1, 2021",2014,6.5,83 min,"Comedy, Drama, Romance",Hulu
s557,Movie,Timeline,,"July 1, 2021",2003,5.6,116 min,"Action, Adventure, Science Fiction",Hulu
s558,Movie,Tooth Fairy,,"July 1, 2021",2010,5.6,102 min,"Comedy, Family, Kids",Hulu
s559,Movie,Twisted,,"July 1, 2021",2004,5.0,97 min,"Crime, Drama, Thriller",Hulu
s560,Movie,Underworld,,"July 1, 2021",2003,7.3,121 min,"Action, Thriller",Hulu
s561,Movie,Underworld Awakening,,"July 1, 2021",2012,7.0,89 min,"Action, Adventure, Horror",Hulu
s562,Movie,Underworld: Evolution,,"July 1, 2021",2006,6.3,86 min,"Action, Adventure, Drama",Hulu
s563,Movie,Underworld: Rise Of The Lycans,,"July 1, 2021",2009,6.7,92 min,"Action, Adventure, Horror",Hulu
s564,TV Show,Big Food Bucket List,,"June 30, 2021",2019,6.5,2 Seasons,"Cooking & Food, Lifestyle & Culture",Hulu
s565,Movie,Escape to Alcatraz,,"June 30, 2021",2021,7.6,,Documentaries,Hulu
s566,Movie,Hansel & Gretel: Witch Hunters,,"June 30, 2021",2013,7.5,88 min,"Action, Adventure, Horror",Hulu
s567,Movie,Jack Reacher,,"June 30, 2021",2012,6.1,127 min,"Action, Adventure, Mystery",Hulu
s568,Movie,On The Red Carpet,,"June 30, 2021",2021,7.0,,News,Hulu
s569,TV Show,Texas True Crime,,"June 30, 2021",2020,6.0,1 Season,Documentaries,Hulu
s570,Movie,TMZ Investigates: UFOs: The Pentagon Proof,,"June 30, 2021",2021,,,Reality,Hulu
s571,TV Show,Wall of Chefs,,"June 30, 2021",2020,7.7,1 Season,"Cooking & Food, Lifestyle & Culture",Hulu
s572,Movie,Bratz: The Movie,,"June 29, 2021",2007,7.0,102 min,"Comedy, Family, Kids",Hulu
s573,Movie,Harvie and the Magic Museum,,"June 29, 2021",2017,4.1,86 min,"Action, Adventure, Comedy",Hulu
s574,TV Show,Tulsa Burning: The 1921 Race Massacre,,"June 29, 2021",2021,4.1,1 Season,"Documentaries, History",Hulu
s575,Movie,Safer at Home,,"June 27, 2021",2021,7.2,85 min,"Horror, Thriller",Hulu
s576,TV Show,The Choe Show,,"June 26, 2021",2021,3.8,1 Season,"Lifestyle & Culture, News",Hulu
s577,Movie,False Positive,,"June 25, 2021",2021,8.3,93 min,"Horror, Thriller",Hulu
s578,TV Show,Junior Chef Showdown,,"June 25, 2021",2020,4.6,2 Seasons,"Cooking & Food, Lifestyle & Culture, Reality",Hulu
s579,TV Show,The Chris Rock Show,,"June 25, 2021",1997,8.0,2 Seasons,Comedy,Hulu
s580,TV Show,When Nature Calls With Helen Mirren,,"June 25, 2021",2021,6.9,1 Season,"Documentaries, Reality, Science & Technology",Hulu
s581,Movie,Elvis Presley: The Searcher,,"June 24, 2021",2018,7.2,,"Documentaries, Music",Hulu
s582,Movie,Battle Over Britney: The Conservatorship Hearing,,"June 23, 2021",2021,7.7,,News,Hulu
s583,TV Show,Capital One: College Bowl,,"June 23, 2021",2021,5.4,1 Season,"Game Shows, Reality, Sports",Hulu
s584,TV Show,Motherland: Fort Salem,,"June 23, 2021",2020,6.5,2 Seasons,"Drama, Science Fiction",Hulu
s585,Movie,Monster Trucks,,"June 22, 2021",2017,7.3,105 min,"Action, Adventure, Comedy",Hulu
s586,TV Show,Blood on the Wall,,"June 21, 2021",2020,5.7,1 Season,Documentaries,Hulu
s587,TV Show,Cutthroat Kitchen,,"June 21, 2021",2013,6.2,14 Seasons,"Cooking & Food, Family, Lifestyle & Culture",Hulu
s588,TV Show,Family Home Overhaul,,"June 21, 2021",2020,7.3,1 Season,Lifestyle & Culture,Hulu
s589,TV Show,Farmhouse Facelift,,"June 21, 2021",2021,8.9,1 Season,Lifestyle & Culture,Hulu
s590,TV Show,Hot Market,,"June 21, 2021",2020,8.1,1 Season,Lifestyle & Culture,Hulu
s591,TV Show,Switched at Birth,,"June 21, 2021",2011,7.6,5 Seasons,"Drama, Family, Teen",Hulu
s592,TV Show,Worst Cooks in America,,"June 21, 2021",2010,7.7,2 Seasons,"Cooking & Food, Family, Lifestyle & Culture",Hulu
s593,Movie,The Guilt Trip,,"June 20, 2021",2012,6.3,96 min,"Comedy, Drama",Hulu
s594,TV Show,Juneteenth: Together We Triumph -- A Soul of a Nation Special Event,,"June 19, 2021",2021,5.8,1 Season,Documentaries,Hulu
s595,Movie,Rise Again: Tulsa and the Red Summer,,"June 18, 2021",2021,,,Documentaries,Hulu
s596,Movie,The Doorman,,"June 18, 2021",2020,6.8,97 min,"Action, Thriller",Hulu
s597,TV Show,The Hustler,,"June 18, 2021",2021,4.7,1 Season,"Game Shows, Reality",Hulu
s598,TV Show,ABC Nightline,,"June 17, 2021",1980,7.9,3 Seasons,News,Hulu
s599,TV Show,DAVE,,"June 17, 2021",2020,5.8,2 Seasons,"Comedy, Sitcom",Hulu
s600,TV Show,Jóvenes y Rebeldes,,"June 17, 2021",1999,8.2,1 Season,"Comedy, Latino",Hulu
s601,Movie,Phobias,,"June 17, 2021",2021,8.8,86 min,"Horror, Thriller",Hulu
s602,TV Show,Accused: Guilty or Innocent?,,"June 15, 2021",2020,3.6,1 Season,"Crime, Documentaries, Drama",Hulu
s603,TV Show,Alone,,"June 15, 2021",2015,8.1,7 Seasons,"Action, Adventure, Documentaries",Hulu
s604,TV Show,Alone: The Beast,,"June 15, 2021",2020,6.2,1 Season,"Action, Adventure, Reality",Hulu
s605,TV Show,America: Our Defining Hours,,"June 15, 2021",2020,5.5,1 Season,"Documentaries, Drama, History",Hulu
s606,Movie,Born to Play,,"June 15, 2021",2020,6.6,93 min,"Documentaries, News",Hulu
s607,TV Show,Dance Moms,,"June 15, 2021",2010,7.1,5 Seasons,"Family, Lifestyle & Culture, Reality",Hulu
s608,TV Show,Duck Dynasty,,"June 15, 2021",2012,4.7,1 Season,"Documentaries, Reality",Hulu
s609,TV Show,Forged in Fire,,"June 15, 2021",2015,6.2,3 Seasons,"Documentaries, History, Reality",Hulu
s610,Movie,Gone Girl,,"June 15, 2021",2014,8.2,146 min,"Crime, Drama, Mystery",Hulu
s611,Movie,Her Deadly Sugar Daddy,,"June 15, 2021",2020,8.1,91 min,"Horror, Thriller",Hulu
s612,Movie,Her Name Is Chef,,"June 15, 2021",2021,4.3,99 min,Documentaries,Hulu
s613,TV Show,Married at First Sight,,"June 15, 2021",2014,6.2,7 Seasons,Reality,Hulu
s614,TV Show,Michael Smerconish: Things I Wish I Knew Before I Started Talking,,"June 15, 2021",2020,6.2,1 Season,Documentaries,Hulu
s615,TV Show,Mountain Men,,"June 15, 2021",2013,,1 Season,"News, Reality, Science & Technology",Hulu
s616,Movie,Nasrin,,"June 15, 2021",2020,7.3,91 min,Documentaries,Hulu
s617,TV Show,The Celebrity Dating Game,,"June 15, 2021",2021,8.2,1 Season,"Game Shows, Reality",Hulu
s618,Movie,The Obituary of Tunde Johnson,,"June 15, 2021",2019,2.9,104 min,"Drama, LGBTQ+, Thriller",Hulu
s619,TV Show,Rūrangi,,"June 14, 2021",2021,5.7,1 Season,"Documentaries, International, LGBTQ+",Hulu
s620,Movie,The Housewife and the Hustler,,"June 14, 2021",2021,7.0,,Documentaries,Hulu
s621,TV Show,Blindspotting,,"June 13, 2021",2021,6.3,1 Season,"Comedy, Drama",Hulu
s622,Movie,Willy's Wonderland,,"June 13, 2021",2021,7.4,89 min,"Action, Horror",Hulu
s623,Movie,UFC 263,,"June 12, 2021",2021,5.5,,Sports,Hulu
s624,Movie,Come True,,"June 11, 2021",2020,7.2,105 min,"Horror, Science Fiction",Hulu
s625,TV Show,"Love, Victor",,"June 11, 2021",2020,6.0,2 Seasons,"Drama, LGBTQ+, Latino",Hulu
s626,TV Show,Pride on ABC News Live,,"June 11, 2021",2021,8.0,1 Season,News,Hulu
s627,TV Show,The Real Housewives of Potomac,,"June 11, 2021",2016,,5 Seasons,"Black Stories, Reality",Hulu
s628,Movie,The Real Rebel: The Erin Brockovich Story,,"June 11, 2021",2021,5.6,,News,Hulu
s629,TV Show,House Rules,,"June 10, 2021",2020,7.3,1 Season,Reality,Hulu
s630,TV Show,MasterChef,,"June 10, 2021",2010,7.4,11 Seasons,"Cooking & Food, Family, Lifestyle & Culture",Hulu
s631,TV Show,Sarah Beeny's Renovate Don't Relocate,,"June 10, 2021",2019,7.2,1 Season,"International, Reality",Hulu
s632,TV Show,The Great House Revival,,"June 10, 2021",2018,7.0,2 Seasons,"Lifestyle & Culture, Reality",Hulu
s633,Movie,Trust,,"June 10, 2021",2021,6.9,94 min,"Drama, Romance",Hulu
s634,Movie,Two of Us,,"June 10, 2021",2019,6.9,95 min,"Drama, International, LGBTQ+",Hulu
s635,TV Show,Lego Masters,,"June 9, 2021",2020,7.2,2 Seasons,"Game Shows, Reality",Hulu
s636,Movie,The Croods: A New Age,,"June 9, 2021",2020,7.5,95 min,"Action, Adventure, Comedy",Hulu
s637,TV Show,Hell's Kitchen,,"June 8, 2021",2005,6.9,11 Seasons,"Cooking & Food, Family, Lifestyle & Culture",Hulu
s638,TV Show,Killer Women with Piers Morgan,,"June 8, 2021",2017,7.2,2 Seasons,"Crime, Documentaries",Hulu
